,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
420,1,64,40.72094,-73.99706,1,175,3,68,0.69,1,277
421,1,19,40.72485,-73.97813,1,150,4,22,0.23,1,0
422,1,2,40.80473,-73.9532,1,259,8,17,0.17,1,343
423,1,19,40.72217,-73.98419,0,96,1,34,0.58,1,0
424,0,12,40.71943,-73.9565,1,145,7,8,0.08,1,0
425,1,14,40.74249,-74.00329,1,200,4,0,0.72,1,0
426,1,8,40.79264,-73.97294,1,95,5,2,0.08,1,0
427,0,17,40.65749,-73.97675,1,250,4,52,0.72,1,188
428,1,2,40.80474,-73.94688,1,295,2,74,0.76,2,264
429,1,52,40.72831,-74.00177,1,175,3,18,0.19,1,0
430,0,12,40.71541,-73.94144,1,451,2,72,0.86,1,331
431,1,8,40.79765,-73.96245,1,165,2,191,2.18,1,236
432,1,28,40.78508,-73.95332,1,250,4,0,0.72,1,0
433,4,65,40.89747,-73.8639,1,77,1,197,2.49,1,309
434,1,23,40.72008,-73.98404,1,250,4,19,0.2,1,0
435,2,56,40.75725,-73.91098,1,129,1,414,4.34,1,245
436,0,12,40.7102,-73.94495,0,98,2,8,0.09,4,0
437,0,16,40.67359,-73.97904,1,150,2,0,0.72,1,8
438,1,19,40.72674,-73.9782,0,95,7,25,0.3,1,359
439,1,2,40.81156,-73.94571,0,55,3,119,1.22,5,333
440,1,2,40.80497,-73.95016,1,300,2,203,2.14,3,258
441,2,39,40.7385,-73.91806,0,42,40,53,0.55,3,236
442,0,20,40.72937,-73.95671,1,125,2,104,1.09,1,22
443,1,19,40.72587,-73.98438,0,175,3,175,1.8,1,236
444,1,2,40.82426,-73.9463,0,75,3,38,0.42,3,365
445,0,12,40.71624,-73.96272,1,255,45,39,0.5,1,89
446,0,6,40.68101,-73.94081,1,72,31,88,0.91,1,164
447,0,6,40.68669,-73.91989,0,165,1,27,0.28,4,311
448,0,12,40.71534,-73.95914,1,165,5,117,1.28,1,23
449,0,3,40.68288,-73.96024,0,75,3,43,0.44,2,365
450,0,20,40.72489,-73.95494,1,130,5,4,0.05,1,0
451,0,12,40.70867,-73.94284,1,139,2,385,4.0,1,222
452,0,6,40.67963,-73.93908,0,88,1,64,0.68,3,238
453,0,6,40.6798,-73.93908,0,80,1,39,0.41,3,218
454,1,14,40.74346,-73.99882,0,150,2,37,1.79,1,0
455,1,8,40.77724,-73.98109,1,200,3,10,0.12,1,0
456,1,19,40.72972,-73.97995,1,200,2,103,1.08,1,235
457,2,39,40.74102,-73.91681,0,42,40,41,0.43,3,246
458,0,12,40.71309,-73.94128,0,90,6,3,0.03,1,0
459,1,2,40.83096,-73.94633,1,295,3,227,2.33,1,247
460,0,12,40.71323,-73.95745,1,450,5,37,0.79,1,15
461,0,15,40.67212,-73.9506,1,130,2,29,0.35,1,119
462,0,12,40.71023,-73.96665,0,89,3,205,2.31,3,0
463,1,2,40.80523,-73.95139,1,198,5,42,0.44,2,234
464,1,19,40.72636,-73.98917,1,99,2,280,2.92,3,257
465,0,20,40.72185,-73.93956,0,46,4,86,0.89,3,350
466,1,27,40.72351,-73.99683,0,140,2,54,0.56,1,221
467,0,33,40.6809,-73.99233,1,500,7,7,0.07,1,0
468,1,45,40.80525,-73.95916,0,75,5,57,0.59,2,201
469,2,39,40.74,-73.91901,0,33,44,31,0.32,3,161
470,1,8,40.80006,-73.96049,1,250,31,188,1.94,1,259
471,0,21,40.70283,-73.92131,0,60,3,480,6.7,1,0
472,1,30,40.84468,-73.94303,0,75,2,34,0.35,1,222
473,0,33,40.68252,-73.99619,1,350,5,6,0.06,1,0
474,1,14,40.74342,-73.99483,1,205,9,3,0.04,2,76
475,0,16,40.67853,-73.98089,1,219,5,2,0.03,1,0
476,0,16,40.6788,-73.97643,0,60,1,20,0.21,6,258
477,1,8,40.77886,-73.98042,1,185,2,129,1.33,1,14
478,1,19,40.72578,-73.97879,1,190,3,147,1.6,1,27
479,0,10,40.66085,-73.98537,1,105,28,101,1.06,1,167
480,1,4,40.80113,-73.94503,1,250,2,11,0.12,2,68
481,1,8,40.78569,-73.97581,1,175,65,11,0.12,1,358
482,1,2,40.82411,-73.94934,0,65,2,41,0.43,2,59
483,0,6,40.68131,-73.95332,1,75,2,87,1.09,1,0
484,4,66,40.85811,-73.90675,0,37,4,117,1.21,1,232
485,0,12,40.70667,-73.96524,1,85,2,86,0.89,2,15
486,0,67,40.60452,-73.97103,1,106,7,0,0.72,2,0
487,1,4,40.7932,-73.94007,1,79,2,15,0.16,1,0
488,0,13,40.68768,-73.97611,0,85,2,35,0.55,2,161
489,1,2,40.80224,-73.94558,0,170,2,17,0.18,2,88
490,1,23,40.71473,-73.98842,0,115,3,3,0.04,2,337
491,1,2,40.80518,-73.95359,0,89,5,43,0.47,2,247
492,1,2,40.80827,-73.95329,2,49,3,168,4.6,1,248
493,0,20,40.72901,-73.95812,0,91,3,241,2.49,1,287
494,1,68,40.73476,-73.98452,1,400,2,105,1.13,1,304
495,0,21,40.69055,-73.92357,1,150,2,11,0.46,1,0
496,1,8,40.7735,-73.98697,1,2000,30,30,0.33,11,0
497,0,15,40.67505,-73.95969,1,97,3,31,0.32,1,193
498,1,19,40.72974,-73.98201,0,100,4,49,0.51,2,43
499,0,12,40.70925,-73.95425,1,179,4,23,0.24,1,25
500,0,20,40.72315,-73.95226,1,500,2,20,0.21,2,127
501,1,14,40.73939,-73.99612,1,429,10,18,0.9,1,0
502,1,26,40.74112,-73.97686,1,189,6,90,0.95,1,303
503,1,23,40.72019,-73.98217,0,120,2,99,1.04,1,345
504,1,64,40.72133,-73.99666,1,300,1,6,0.06,3,115
505,2,56,40.75744,-73.92163,1,107,30,21,0.22,8,200
506,2,56,40.75695,-73.9202,1,95,30,24,0.26,8,271
507,1,2,40.8296,-73.94651,1,199,2,111,1.17,1,12
508,1,4,40.79056,-73.9468,1,120,2,86,0.91,1,268
509,1,11,40.73631,-73.99977,1,199,15,66,0.69,2,89
510,4,69,40.86466,-73.85709,1,125,2,271,2.84,2,347
511,0,12,40.71312,-73.96199,0,70,2,227,2.4,1,37
512,0,12,40.71297,-73.94336,0,75,4,80,1.55,1,0
513,1,11,40.73712,-74.00166,0,100,30,5,0.07,1,359
514,0,6,40.69242,-73.95097,1,99,2,187,1.97,2,287
515,1,14,40.73862,-73.99758,1,250,1,2,0.02,1,0
516,0,12,40.7158,-73.95803,1,350,6,1,0.02,1,233
517,0,29,40.68262,-73.97299,1,170,3,67,0.7,1,129
518,1,19,40.73217,-73.98801,1,165,1,63,0.68,1,0
519,1,7,40.76311,-73.99388,0,99,1,89,1.0,1,353
520,1,14,40.74695,-74.00454,0,255,4,1,0.02,1,365
521,0,70,40.67497,-73.87305,1,169,3,177,1.86,1,297
522,0,15,40.66788,-73.94813,1,99,4,90,0.94,1,56
523,1,28,40.76684,-73.95944,1,169,7,39,0.41,1,44
524,0,6,40.68967,-73.95445,1,160,3,42,0.44,1,355
525,0,29,40.67946,-73.96501,1,215,3,33,0.35,1,156
526,0,16,40.66944,-73.98083,1,130,3,179,2.02,1,273
527,1,19,40.72566,-73.97748,0,110,3,81,0.85,2,274
528,1,7,40.7709,-73.99181,0,150,28,43,0.45,2,258
529,0,12,40.71943,-73.95958,0,65,30,52,0.54,1,276
530,2,39,40.74249,-73.92466,0,75,2,160,1.68,1,65
531,1,14,40.74033,-74.00024,1,149,6,23,0.27,2,0
532,1,8,40.7969,-73.96128,0,89,6,35,0.37,1,180
533,1,30,40.83403,-73.94553,0,50,1,225,2.35,1,343
534,0,24,40.65513,-73.95641,0,43,1,401,6.62,2,43
535,0,24,40.65589,-73.95539,0,42,1,72,0.84,2,96
536,0,12,40.70275,-73.94501,0,85,1,46,0.97,1,59
537,0,6,40.68897,-73.93569,1,139,3,83,1.19,1,255
538,0,16,40.67617,-73.98136,0,105,1,211,2.21,2,252
539,0,16,40.67595,-73.98053,1,265,5,15,0.16,1,0
540,1,7,40.76415,-73.99067,1,149,1,122,1.29,1,20
541,1,2,40.83127,-73.94718,0,68,2,295,3.9,2,188
542,0,6,40.68497,-73.95592,1,99,3,207,2.18,1,304
543,1,2,40.82922,-73.94174,0,75,3,50,0.65,2,38
544,0,12,40.71137,-73.94362,0,100,2,273,2.85,1,254
545,1,28,40.76739,-73.9557,2,90,1,0,0.72,1,0
546,1,19,40.73089,-73.98195,1,160,30,25,0.26,1,46
547,0,16,40.6755,-73.97859,1,190,4,105,1.62,1,328
548,0,6,40.68812,-73.94934,0,67,4,72,0.76,3,0
549,1,28,40.7694,-73.9572,1,190,1,8,0.08,1,0
550,0,3,40.68634,-73.96161,1,248,2,58,0.61,6,199
551,0,12,40.7093,-73.9497,0,100,6,8,0.09,1,249
552,1,9,40.713,-73.99752,0,95,3,172,1.84,2,64
553,1,71,40.75895,-73.9883,0,150,1,330,7.14,1,111
554,0,6,40.68186,-73.94113,1,145,3,123,1.29,1,287
555,0,21,40.68364,-73.91076,0,41,2,55,0.59,1,286
556,0,12,40.71893,-73.9428,1,120,4,87,0.99,1,263
557,4,72,40.82802,-73.92039,0,50,3,258,2.7,2,276
558,0,13,40.68765,-73.97073,1,157,2,4,0.18,1,0
559,0,12,40.71413,-73.96596,1,195,14,31,0.33,1,263
560,0,73,40.58422,-73.94079,1,70,4,128,1.34,2,90
561,0,12,40.71973,-73.95582,1,185,3,14,0.15,1,0
562,0,6,40.69025,-73.93323,1,145,3,30,0.32,3,11
563,2,39,40.73826,-73.92458,0,50,28,258,2.9,1,287
564,0,20,40.73049,-73.96115,1,185,3,228,2.39,3,1
565,1,19,40.72956,-73.97903,1,250,1,60,0.65,1,0
566,1,11,40.73854,-74.00821,0,80,90,9,0.2,1,338
567,1,71,40.75877,-73.98863,1,230,2,179,1.88,1,44
568,0,34,40.67688,-73.9859,1,100,7,9,0.1,1,0
569,0,21,40.70051,-73.92204,0,40,1,1,0.37,1,5
570,1,23,40.71712,-73.98898,0,200,30,25,0.49,1,0
571,3,74,40.60742,-74.14388,0,80,2,2,0.05,1,158
572,0,6,40.68741,-73.95741,0,79,3,152,1.6,3,192
573,2,25,40.75627,-73.9211,1,95,30,24,0.25,8,358
574,1,8,40.79816,-73.9619,1,300,2,45,0.47,3,31
575,0,75,40.61927,-74.0307,1,100,30,7,0.08,1,241
576,1,2,40.8078,-73.95208,0,80,7,19,0.35,1,285
577,0,76,40.61922,-73.99399,1,110,1,24,0.26,1,183
578,0,3,40.68275,-73.96148,1,172,4,8,0.09,2,189
579,1,23,40.71813,-73.98416,1,199,1,29,0.31,2,162
580,1,23,40.71892,-73.98401,1,199,1,14,0.15,2,158
581,1,2,40.816,-73.95545,0,100,1,33,0.38,1,84
582,1,2,40.82748,-73.95153,0,55,4,99,1.04,1,260
583,0,6,40.68634,-73.95088,0,75,3,59,0.62,3,0
584,1,19,40.72229,-73.97901,1,146,3,142,1.5,1,166
585,1,48,40.72956,-73.99287,0,250,2,0,0.72,1,0
586,0,20,40.72595,-73.95298,1,116,29,22,0.23,1,335
587,1,77,40.71193,-74.00817,0,150,3,82,0.87,2,90
588,0,16,40.68012,-73.97847,0,120,2,23,0.24,6,342
589,1,14,40.74233,-73.99865,1,199,4,32,0.34,1,28
590,0,29,40.67424,-73.96665,1,150,5,24,0.25,1,363
591,1,2,40.80486,-73.95298,0,69,1,59,0.63,2,86
592,1,2,40.80307,-73.95048,0,300,55,6,0.08,2,83
593,0,38,40.68653,-73.98562,1,230,4,18,0.21,1,0
594,1,1,40.74267,-73.98569,1,125,4,3,0.03,1,0
595,0,6,40.68749,-73.95494,0,79,3,115,1.21,3,264
596,0,13,40.68645,-73.97538,0,130,3,154,1.63,2,305
597,0,3,40.68999,-73.96711,0,239,1,164,1.73,11,356
598,3,78,40.61077,-74.06824,1,75,6,76,0.8,1,278
599,0,12,40.71126,-73.94576,1,220,3,116,1.23,2,135
600,0,6,40.67855,-73.94949,1,80,3,234,2.47,4,308
601,1,19,40.72416,-73.9853,1,288,2,120,1.27,1,229
602,0,6,40.68516,-73.92521,1,135,4,82,0.87,1,273
603,1,11,40.73507,-74.00048,1,225,3,13,0.15,1,83
604,1,9,40.71611,-73.99828,0,110,30,59,0.64,1,281
605,0,6,40.67964,-73.93946,1,100,7,63,1.87,1,321
606,1,7,40.76189,-73.99,0,130,2,52,0.55,1,303
607,1,19,40.72645,-73.98035,0,89,1,278,2.95,3,192
608,0,79,40.66293,-73.99833,1,200,5,1,0.01,1,0
609,0,6,40.69046,-73.95167,1,80,2,35,0.4,1,36
610,4,80,40.83001,-73.92158,0,50,5,235,2.49,2,271
611,1,4,40.79239,-73.94535,1,135,28,115,1.21,2,341
612,1,19,40.72709,-73.98274,0,90,1,109,1.15,1,333
613,1,27,40.72599,-74.00168,0,270,5,1,0.01,1,210
614,0,6,40.68309,-73.94219,1,110,3,305,3.24,1,231
615,1,4,40.79442,-73.93433,1,145,1,102,1.52,1,308
616,1,7,40.76166,-73.99675,1,179,30,83,0.88,1,292
617,2,44,40.70163,-73.90867,0,55,1,19,0.25,1,311
618,1,1,40.75575,-73.96842,0,110,2,61,0.65,1,264
619,1,2,40.80903,-73.94197,1,325,5,89,0.94,1,153
620,2,25,40.74581,-73.95295,0,75,30,65,0.74,3,219
621,0,10,40.66414,-73.98574,1,300,1,40,0.44,1,0
622,1,11,40.74,-74.00381,0,130,30,80,0.86,2,332
623,1,1,40.75348,-73.97065,1,190,30,136,1.45,1,120
624,1,23,40.72066,-73.98506,1,200,3,100,1.06,1,191
625,0,12,40.71746,-73.95497,1,180,2,125,1.36,3,248
626,0,40,40.70257,-73.9847,1,350,5,40,0.5,1,67
627,1,19,40.72264,-73.9837,1,160,4,0,0.72,1,0
628,1,26,40.73833,-73.98186,1,195,30,139,1.59,4,325
629,1,52,40.73268,-73.99255,1,241,30,0,0.72,1,249
630,1,9,40.71892,-73.99628,1,300,7,2,0.03,1,0
631,2,49,40.77679,-73.91687,1,75,28,49,0.53,1,313
632,1,23,40.71693,-73.98948,1,100,5,8,0.11,1,0
633,1,68,40.73685,-73.98359,1,399,1,0,0.72,1,12
634,0,13,40.68501,-73.97019,0,85,5,124,1.32,1,69
635,0,24,40.66068,-73.96003,1,80,21,5,0.12,1,0
636,0,29,40.67722,-73.96542,0,55,1,147,1.57,1,293
637,0,3,40.68975,-73.96703,0,438,1,43,0.46,11,363
638,0,6,40.69221,-73.95866,1,110,6,8,0.33,1,4
639,1,11,40.72969,-74.00635,1,200,2,37,0.39,1,257
640,0,3,40.6893,-73.96602,0,279,1,120,1.28,11,362
641,0,12,40.70832,-73.94157,1,137,1,24,0.29,1,0
642,0,6,40.68016,-73.94878,1,280,3,5,0.05,1,365
643,0,12,40.70875,-73.95508,1,199,30,242,2.59,1,102
644,1,18,40.85888,-73.92886,0,71,4,229,2.45,1,26
645,4,59,40.8679,-73.90023,0,42,2,108,1.36,2,302
646,0,6,40.6889,-73.95383,1,180,2,181,1.92,1,280
647,1,14,40.75127,-73.99637,1,226,5,34,0.39,1,302
648,0,15,40.67607,-73.94421,0,85,3,5,0.05,1,281
649,1,68,40.73834,-73.9823,1,135,1,5,0.06,1,0
650,2,81,40.7347,-73.88066,1,79,4,60,0.64,2,297
651,1,23,40.71876,-73.98851,1,154,1,238,2.59,1,246
652,0,20,40.73787,-73.95385,1,199,3,34,0.37,28,60
653,1,11,40.73066,-74.00287,1,700,3,131,1.4,4,296
654,1,11,40.73291,-74.00059,1,246,4,6,0.16,1,0
655,1,30,40.85099,-73.92822,0,125,60,4,0.06,1,364
656,0,6,40.68707,-73.91918,0,100,1,7,0.08,4,281
657,0,12,40.7184,-73.96019,1,295,5,125,3.04,1,0
658,0,15,40.67495,-73.95563,0,150,3,0,0.72,1,0
659,1,9,40.71582,-73.99902,1,119,1,49,0.58,1,0
660,1,2,40.81068,-73.94288,0,125,1,11,0.12,2,365
661,1,2,40.81122,-73.94279,1,400,5,0,0.72,2,365
662,1,52,40.73129,-73.99944,1,850,3,107,1.15,1,249
663,0,12,40.71628,-73.95737,0,129,2,241,2.6,1,303
664,1,8,40.78558,-73.9726,0,140,1,176,1.89,1,300
665,1,9,40.7146,-73.991,0,115,4,151,1.63,2,323
666,1,4,40.79493,-73.94462,1,200,3,49,0.53,2,0
667,0,79,40.6623,-73.99049,1,96,120,13,0.14,1,204
668,0,20,40.73693,-73.95284,1,199,3,33,0.47,28,60
669,0,20,40.73641,-73.9533,1,199,3,24,0.32,28,84
670,0,20,40.73794,-73.95254,1,199,3,59,0.66,28,60
671,0,82,40.58147,-73.96726,0,69,1,2,0.04,1,303
672,1,8,40.79771,-73.96323,1,185,2,16,0.23,1,261
673,1,2,40.81512,-73.94692,0,81,2,72,0.77,1,0
674,0,20,40.7373,-73.95323,1,199,3,24,0.26,28,60
675,0,20,40.73708,-73.95271,1,199,3,23,0.26,28,60
676,0,20,40.73652,-73.95236,1,199,3,43,0.47,28,60
677,0,20,40.73693,-73.95316,1,199,3,30,0.32,28,56
678,0,20,40.73784,-73.95324,1,199,3,39,0.44,28,84
679,0,20,40.73674,-73.95247,0,349,3,8,0.09,28,58
680,0,20,40.73783,-73.95259,0,249,3,3,0.03,28,60
681,0,20,40.73714,-73.95296,0,299,3,6,0.1,28,60
682,0,20,40.73731,-73.9545,0,179,3,4,0.05,28,81
683,2,83,40.74965,-73.89344,0,54,5,56,0.66,3,365
684,0,20,40.73793,-73.95316,0,599,3,7,0.08,28,60
685,0,3,40.68197,-73.96549,1,110,1,2,0.03,1,0
686,0,21,40.70271,-73.91566,1,220,2,178,2.69,1,297
687,0,12,40.7116,-73.9529,0,89,30,30,0.8,1,91
688,0,6,40.69241,-73.94885,1,170,2,190,2.04,1,315
689,1,64,40.72004,-73.99424,1,495,7,25,0.27,2,338
690,2,39,40.74511,-73.92398,1,80,10,81,0.98,2,40
691,1,14,40.74599,-74.00253,1,760,2,7,0.08,1,361
692,0,36,40.68946,-73.99385,0,98,4,216,2.31,1,288
693,0,6,40.68226,-73.95473,1,125,30,31,0.33,1,218
694,0,84,40.67855,-73.8896,0,48,90,53,0.57,2,1
695,0,12,40.71408,-73.9489,0,64,3,247,2.65,2,117
696,0,3,40.68618,-73.96144,1,154,3,233,2.5,1,0
697,0,16,40.67379,-73.98454,1,139,3,135,1.45,1,204
698,2,85,40.70554,-73.76637,0,75,4,20,0.23,1,0
699,1,11,40.74031,-74.00532,1,325,4,46,0.5,1,20
700,1,14,40.74618,-74.00392,1,195,365,10,0.12,1,0
701,1,2,40.81872,-73.94567,0,58,1,143,2.83,1,0
702,3,86,40.59251,-74.06479,1,250,2,21,0.26,4,333
703,3,86,40.59101,-74.06685,0,50,7,0,0.72,4,189
704,3,86,40.59262,-74.06659,1,125,2,8,0.09,4,353
705,0,13,40.69142,-73.97203,1,70,7,4,0.05,2,0
706,1,28,40.76928,-73.95021,1,189,2,314,3.45,2,206
707,0,6,40.68338,-73.95289,1,130,3,18,0.25,1,1
708,1,11,40.72953,-74.00462,1,145,7,11,0.12,1,0
709,1,43,40.70523,-74.01345,0,101,7,51,0.55,1,307
710,1,14,40.74025,-74.00161,0,95,5,20,0.33,1,0
711,1,11,40.73378,-74.00429,1,375,7,8,0.12,1,0
712,1,23,40.72087,-73.99022,1,153,31,59,0.63,1,27
713,0,54,40.64468,-73.94219,1,92,4,54,0.62,1,27
714,1,23,40.7193,-73.98966,0,80,5,10,0.46,1,348
715,1,11,40.73312,-74.0042,1,300,4,153,1.66,4,246
716,0,13,40.69778,-73.97676,1,145,3,110,1.2,1,15
717,1,19,40.72534,-73.98591,0,88,2,69,0.91,2,0
718,1,2,40.82151,-73.94516,1,155,1,1,0.18,1,5
719,0,12,40.72059,-73.9567,1,185,180,24,0.26,1,0
720,2,39,40.74558,-73.92324,0,73,2,95,1.02,2,0
721,1,8,40.79433,-73.9765,1,225,2,129,1.41,1,107
722,1,45,40.81055,-73.95549,0,85,7,171,1.84,2,144
723,0,15,40.6711,-73.95231,0,99,2,20,0.59,1,98
724,0,84,40.67962,-73.88928,0,48,90,17,0.27,2,0
725,1,71,40.76217,-73.98411,1,200,5,8,0.09,1,0
726,1,28,40.76128,-73.96463,1,485,7,11,0.12,1,0
727,1,64,40.72313,-73.99438,1,310,5,5,0.09,1,89
728,0,12,40.7177,-73.95576,1,110,4,0,0.72,1,354
729,1,8,40.78448,-73.97289,1,109,30,36,0.39,5,286
730,1,8,40.78304,-73.97447,1,167,30,16,0.17,5,252
731,0,13,40.68737,-73.97125,1,147,15,5,0.12,1,189
732,1,14,40.74139,-74.0005,1,220,4,0,0.72,1,0
733,1,23,40.71992,-73.98773,1,195,4,68,0.77,1,271
734,1,53,40.71905,-73.99677,1,199,28,89,0.99,1,0
735,1,43,40.70741,-74.00102,0,65,30,10,1.02,1,0
736,2,87,40.73349,-73.86009,0,55,1,38,0.85,1,0
737,4,88,40.89557,-73.8447,0,50,2,15,0.17,1,337
738,0,0,40.64277,-73.97296,0,60,2,20,0.42,1,347
739,1,4,40.79111,-73.94466,0,99,3,25,0.96,2,127
740,1,2,40.79951,-73.95257,1,130,2,35,0.42,1,41
741,0,12,40.71647,-73.93974,1,290,30,1,0.01,1,0
742,1,14,40.75114,-74.00195,1,350,3,64,0.7,1,18
743,0,15,40.66431,-73.93216,0,50,3,26,0.33,1,158
744,2,25,40.74579,-73.95012,0,96,2,244,2.74,1,270
745,0,21,40.70278,-73.92673,0,45,15,21,0.29,3,88
746,2,31,40.74409,-73.91122,0,85,2,270,2.95,2,306
747,0,6,40.68812,-73.93254,0,34,10,16,0.19,3,216
748,1,19,40.72454,-73.99151,1,250,3,24,0.26,1,16
749,0,12,40.71073,-73.96207,0,190,1,30,0.33,2,365
750,0,12,40.71028,-73.96128,0,75,2,5,0.06,2,365
751,0,24,40.65772,-73.96131,1,93,4,115,1.25,1,312
752,0,6,40.68884,-73.95059,0,60,5,9,0.19,2,33
753,0,6,40.6865,-73.95372,0,65,5,45,0.52,2,0
754,1,1,40.75282,-73.97315,1,125,365,19,0.21,1,365
755,1,28,40.76373,-73.96897,1,300,3,5,0.08,1,27
756,1,52,40.73388,-73.99452,1,150,2,203,2.22,1,300
757,1,30,40.85774,-73.92901,1,56,122,20,0.41,1,216
758,1,19,40.72257,-73.98465,1,299,3,49,0.53,1,365
759,0,20,40.72723,-73.95728,0,60,4,6,0.07,1,303
760,0,13,40.69135,-73.97321,1,88,5,7,0.08,1,0
761,0,12,40.70513,-73.95505,0,60,2,35,0.38,2,161
762,1,11,40.73301,-74.00268,1,1300,5,28,0.31,4,297
763,1,4,40.79793,-73.93612,0,200,6,0,0.72,1,0
764,1,2,40.80285,-73.95166,0,99,2,54,0.88,1,50
765,0,21,40.70642,-73.91665,1,110,3,115,1.75,2,28
766,0,3,40.68156,-73.96537,1,135,5,6,0.13,1,317
767,1,28,40.77368,-73.95198,1,110,15,1,0.02,1,275
768,0,6,40.68631,-73.93702,1,165,3,204,2.31,1,80
769,0,79,40.65992,-73.99042,1,127,180,1,0.03,1,365
770,0,29,40.67847,-73.97038,1,402,3,89,0.97,1,340
771,1,2,40.81371,-73.95585,0,85,6,130,1.42,2,97
772,0,20,40.72868,-73.95835,0,75,7,15,0.25,3,365
773,1,19,40.73168,-73.98662,1,139,30,52,0.6,1,314
774,0,24,40.65689,-73.9533,1,70,6,58,0.63,1,0
775,1,4,40.7928,-73.93967,0,50,3,208,2.32,1,339
776,2,56,40.77117,-73.91905,0,30,5,3,0.03,1,0
777,1,11,40.73729,-74.00807,1,250,30,7,0.08,1,35
778,0,15,40.66984,-73.95141,0,64,1,1,0.04,1,0
779,1,2,40.82977,-73.94071,1,300,3,2,0.06,1,365
780,0,6,40.68492,-73.95489,1,800,4,122,1.37,1,257
781,0,6,40.68255,-73.91957,1,100,3,63,0.72,2,5
782,0,15,40.67392,-73.94662,1,250,5,26,0.28,1,0
783,1,11,40.73879,-74.00425,1,200,27,1,0.01,1,0
784,0,20,40.73321,-73.95587,1,140,5,14,0.16,1,0
785,1,2,40.80671,-73.95082,0,130,1,107,2.38,1,304
786,0,0,40.6433,-73.97386,1,90,30,3,0.05,1,286
787,1,9,40.71601,-73.99123,1,90,3,107,1.17,1,0
788,0,6,40.68106,-73.9292,0,97,3,29,1.57,1,118
789,0,34,40.68131,-73.98879,1,91,6,69,0.76,1,265
790,0,16,40.67264,-73.98136,0,125,3,232,2.52,1,303
791,0,84,40.67889,-73.86404,0,75,7,0,0.72,1,0
792,1,19,40.7241,-73.97899,1,180,7,24,0.26,2,125
793,0,12,40.70766,-73.95191,1,300,7,0,0.72,2,354
794,0,12,40.71422,-73.9484,1,100,19,5,0.06,2,6
795,1,7,40.76001,-73.99133,1,175,3,10,0.23,1,0
796,0,10,40.66441,-73.97974,0,65,4,36,0.47,2,80
797,1,11,40.73362,-74.00923,1,240,5,94,1.1,1,134
798,1,19,40.73119,-73.98819,0,300,6,1,0.01,1,0
799,1,14,40.74494,-73.9998,1,385,1,63,0.71,1,364
800,0,21,40.69657,-73.9129,0,47,15,5,0.06,1,0
801,0,15,40.67106,-73.95463,1,110,3,238,2.6,1,297
802,1,2,40.80748,-73.95589,0,75,2,101,1.1,1,0
803,0,6,40.68991,-73.93179,1,100,3,21,0.23,3,43
804,1,7,40.76147,-73.99152,1,165,2,72,0.82,1,10
805,0,6,40.68174,-73.91921,1,300,2,40,0.68,1,0
806,0,36,40.68538,-74.00056,1,140,3,103,1.13,1,189
807,0,12,40.70839,-73.94289,1,120,6,66,0.72,2,17
808,0,13,40.69018,-73.98107,1,175,3,35,0.4,1,289
809,0,33,40.68128,-73.99522,1,275,31,121,1.33,1,305
810,1,19,40.72948,-73.98694,1,179,8,15,0.19,1,0
811,0,33,40.68353,-73.9914,1,189,2,13,0.18,1,0
812,1,19,40.72506,-73.98865,1,219,2,129,1.42,1,220
813,1,11,40.72891,-74.00293,1,450,20,157,1.71,1,0
814,1,27,40.7253,-73.99916,1,249,5,8,0.11,1,0
815,2,25,40.75295,-73.93228,0,65,2,5,0.06,1,362
816,0,20,40.71947,-73.95252,1,250,4,46,0.52,1,121
817,1,9,40.71283,-73.99703,1,139,30,37,0.41,1,153
818,1,8,40.77338,-73.98887,1,209,7,14,0.16,1,205
819,0,15,40.67385,-73.94405,1,120,5,37,0.45,1,310
820,2,56,40.76856,-73.91828,1,70,5,1,0.03,1,0
821,1,11,40.73908,-74.00378,0,90,3,209,2.38,1,236
822,1,7,40.7625,-73.9869,1,199,3,4,0.07,1,200
823,0,21,40.69755,-73.91187,0,50,60,17,0.19,2,74
824,0,15,40.67335,-73.96,1,100,5,0,0.72,1,0
825,1,2,40.80497,-73.95146,1,110,1,0,0.72,1,0
826,0,12,40.70736,-73.94331,1,157,4,54,0.66,2,12
827,0,20,40.73683,-73.9543,1,199,3,43,0.49,28,84
828,2,56,40.76444,-73.92607,1,192,3,7,0.08,1,0
829,0,20,40.7389,-73.95395,1,199,3,75,0.93,28,84
830,1,8,40.77611,-73.97808,1,150,1,88,0.99,1,0
831,0,20,40.73806,-73.95462,1,199,3,73,0.84,28,56
832,0,20,40.73661,-73.95479,1,199,3,89,1.06,28,62
833,0,20,40.73857,-73.95435,1,199,3,23,0.26,28,81
834,0,12,40.711,-73.96225,1,105,3,11,0.16,1,0
835,0,12,40.70686,-73.95365,0,135,28,84,1.12,6,310
836,0,20,40.73857,-73.95299,1,199,3,54,0.61,28,60
837,0,12,40.71095,-73.95239,0,125,3,17,0.19,1,0
838,0,12,40.70918,-73.94881,0,60,7,1,0.02,2,0
839,0,12,40.71685,-73.96573,1,85,1,73,0.89,1,0
840,1,8,40.7909,-73.96762,1,300,3,36,0.47,1,29
841,0,12,40.71143,-73.94159,0,75,2,98,1.07,2,264
